"","...1","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"sp1475"," 1475","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Harknessiaceae","g__Harknessia",NA
"sp1477"," 1477","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__nyingchiensis"
"sp1478"," 1478","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta","s__polymorpha"
"sp1485"," 1485","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Pithoascus","s__nidicola"
"sp1486"," 1486","k__Fungi","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pezizomycotina_fam_Incertae_sedis","g__Hormiactis",NA
"sp1488"," 1488","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Pithoascus",NA
"sp1492"," 1492","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Chrysozymaceae","g__Udeniozyma",NA
"sp1493"," 1493","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus",NA
"sp1496"," 1496","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Tuberaceae","g__Tuber",NA
"sp1502"," 1502","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Udeniomyces","s__pyricola"
"sp1504"," 1504","k__Fungi","p__Olpidiomycota","c__Olpidiomycetes","o__Olpidiales","f__Olpidiaceae","g__Olpidiaster","s__brassicae"
"sp1505"," 1505","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenaceae","g__Chrysosporium","s__lobatum"
"sp1506"," 1506","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Pyrenophora","s__nisikadoi"
"sp1508"," 1508","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__glaebosa"
"sp1509"," 1509","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Occultifur",NA
"sp1510"," 1510","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Immersiella","s__caudata"
"sp1511"," 1511","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliomycetes_ord_Incertae_sedis","f__Orbiliomycetes_fam_Incertae_sedis","g__Orbiliomycetes_gen_Incertae_sedis",NA
"sp1512"," 1512","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Teichosporaceae","g__Teichospora",NA
"sp1513"," 1513","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Tremellodendropsidales","f__Tremellodendropsidales_fam_Incertae_sedis","g__Tremellodendropsidales_gen_Incertae_sedis",NA
"sp1515"," 1515","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenaceae","g__Aphanoascus",NA
"sp1516"," 1516","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Niessliaceae","g__Eucasphaeria","s__capensis"
"sp1518"," 1518","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"sp1519"," 1519","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Devriesia","s__thermodurans"
"sp1520"," 1520","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Tuberaceae","g__Tuber","s__whetstonense"
"sp1523"," 1523","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Phaeomoniellaceae","g__Phaeomoniellaceae_gen_Incertae_sedis",NA
"sp1524"," 1524","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Talaromyces",NA
"sp1525"," 1525","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Coniocessiaceae","g__Coniocessia","s__maxima"
"sp1526"," 1526","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Mariannaea","s__samuelsii"
"sp1527"," 1527","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Toxicocladosporium","s__pseudovelox"
"sp1528"," 1528","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__eureka"
"sp1530"," 1530","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Rickenellaceae","g__Resinicium","s__bicolor"
"sp1531"," 1531","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Pisolithaceae","g__Pisolithus","s__arhizus"
"sp1532"," 1532","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma","s__rosarum"
"sp1533"," 1533","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae","g__Guttulispora",NA
"sp1534"," 1534","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenaceae","g__Chrysosporium","s__undulatum"
"sp1535"," 1535","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Sarcopodium","s__araliae"
"sp1536"," 1536","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiotremataceae","g__Atrocalyx",NA
"sp1538"," 1538","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Eremomycetaceae","g__Arthrographis","s__grakistii"
"sp1539"," 1539","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Teichosporaceae","g__Teichospora",NA
"sp1540"," 1540","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__antarcticum"
"sp1541"," 1541","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__invermaium"
"sp1542"," 1542","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta","s__deborreae"
"sp1544"," 1544","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Microascus","s__anfractus"
"sp1545"," 1545","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Chaetasbolisia","s__longiseta"
"sp1546"," 1546","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariales_fam_Incertae_sedis","g__Oliveonia","s__pauxilla"
"sp1547"," 1547","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Rasamsonia","s__byssochlamydoides"
"sp1550"," 1550","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Dactylonectria","s__macrodidyma"
"sp1552"," 1552","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Sarocladium","s__kiliense"
"sp1553"," 1553","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__lagena"
"sp1554"," 1554","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariomycetes_ord_Incertae_sedis","f__Sordariomycetes_fam_Incertae_sedis","g__Oncopodiella",NA
"sp1557"," 1557","k__Choanoflagellozoa","p__Choanoflagellata","c__Choanoflagellata_cls_Incertae_sedis","o__Choanoflagellida","f__Choanoflagellida_fam_Incertae_sedis","g__Choanoflagellida_gen_Incertae_sedis",NA
"sp1559"," 1559","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Pyrenophora",NA
"sp1560"," 1560","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__fatshederae"
"sp1561"," 1561","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Parachaetomium","s__iranianum"
"sp1562"," 1562","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Sclerodermataceae","g__Scleroderma","s__cepa"
"sp1563"," 1563","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Scytalidium",NA
"sp1564"," 1564","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__nyingchiensis"
"sp1566"," 1566","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__minourae"
"sp1568"," 1568","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lyophyllaceae","g__Lyophyllum","s__semitale"
"sp1571"," 1571","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Marquandomyces","s__marquandii"
"sp1572"," 1572","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Sclerodermataceae","g__Scleroderma","s__michiganense"
"sp1573"," 1573","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Ophiostomatales","f__Ophiostomataceae","g__Sporothrix","s__sclerotialis"
"sp1574"," 1574","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Microsporomycetaceae","g__Microsporomycetaceae_gen_Incertae_sedis",NA
"sp1575"," 1575","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium",NA
"sp1576"," 1576","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__sclerotiorum"
"sp1577"," 1577","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__calciphila"
"sp1578"," 1578","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Pisolithaceae","g__Pisolithus","s__arhizus"
"sp1580"," 1580","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma",NA
"sp1581"," 1581","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Kalmusia","s__variispora"
"sp1582"," 1582","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Hyaloscypha",NA
"sp1584"," 1584","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Sarocladium","s__glaucum"
"sp1585"," 1585","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__luppiae"
"sp1586"," 1586","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Rutstroemiaceae","g__Lambertella","s__palmeri"
"sp1587"," 1587","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae","g__Helicoon","s__myosuroides"
"sp1588"," 1588","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Rhytisma","s__acerinum"
"sp1591"," 1591","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Thelephora","s__terrestris"
"sp1592"," 1592","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Linnemannia","s__amoeboidea"
"sp1593"," 1593","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Solicoccozyma","s__terrea"
"sp1594"," 1594","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Sympoventuriaceae","g__Scolecobasidium",NA
"sp1596"," 1596","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Tuberaceae","g__Tuber","s__mexiusanum"
"sp1597"," 1597","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Humicola","s__nigrescens"
"sp1598"," 1598","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium","s__grande"
"sp1600"," 1600","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Emericellopsis",NA
"sp1604"," 1604","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Pisolithaceae","g__Pisolithus","s__arhizus"
"sp1605"," 1605","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Lasiobolidium",NA
"sp1606"," 1606","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA
"sp1608"," 1608","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Hydnoplicata",NA
"sp1610"," 1610","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta",NA
"sp1612"," 1612","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__caricicola"
"sp1615"," 1615","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Marquandomyces","s__marquandii"
"sp1620"," 1620","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__tenuissima"
"sp1621"," 1621","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Mycenella",NA
"sp1622"," 1622","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta",NA
"sp1624"," 1624","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Comoclathris","s__rosigena"
"sp1627"," 1627","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__domesticus"
"sp1629"," 1629","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hydnangiaceae","g__Laccaria",NA
"sp1631"," 1631","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Tuberaceae","g__Tuber",NA
"sp1632"," 1632","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Linnemannia","s__amoeboidea"
"sp1634"," 1634","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium","s__lysinophilum"
"sp1635"," 1635","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__Mycoarachis","s__inversa"
"sp1636"," 1636","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Linnemannia",NA
"sp1637"," 1637","k__Choanoflagellozoa","p__Choanoflagellata","c__Choanoflagellata_cls_Incertae_sedis","o__Choanoflagellida","f__Choanoflagellida_fam_Incertae_sedis","g__Choanoflagellida_gen_Incertae_sedis",NA
"sp1638"," 1638","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Serendipitaceae","g__Serendipitaceae_gen_Incertae_sedis",NA
"sp1640"," 1640","k__Fungi","p__Monoblepharomycota","c__Monoblepharidomycetes","o__Monoblepharidales","f__Harpochytriaceae","g__Harpochytrium",NA
"sp1642"," 1642","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudocamarosporium","s__africanum"
"sp1643"," 1643","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Zopfiella","s__tardifaciens"
"sp1644"," 1644","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Schizothecium",NA
"sp1647"," 1647","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenaceae","g__Auxarthron","s__alboluteum"
"sp1648"," 1648","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta","s__polymorpha"
"sp1649"," 1649","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__minourae"
"sp1650"," 1650","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__invermaium"
"sp1651"," 1651","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora",NA
"sp1652"," 1652","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Myxotrichaceae","g__Oidiodendron","s__tenuissimum"
"sp1654"," 1654","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariales_fam_Incertae_sedis","g__Oliveonia",NA
"sp1655"," 1655","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Pyrenophora",NA
"sp1658"," 1658","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cylindriaceae","g__Cylindrium",NA
"sp1659"," 1659","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"sp1661"," 1661","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus",NA
"sp1662"," 1662","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__minourae"
"sp1667"," 1667","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Debaryomyces","s__nepalensis"
"sp1669"," 1669","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__tenuissima"
"sp1670"," 1670","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Neocatenulostroma","s__microsporum"
"sp1673"," 1673","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Acremonium","s__persicinum"
"sp1676"," 1676","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__lagena"
"sp1677"," 1677","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma",NA
"sp1678"," 1678","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma",NA
"sp1680"," 1680","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Neoschizotheciaceae","g__Neoschizothecium",NA
"sp1682"," 1682","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Teichosporaceae","g__Teichospora","s__trabicola"
"sp1684"," 1684","k__Fungi","p__Kickxellomycota","c__Ramicandelaberomycetes","o__Ramicandelaberales","f__Ramicandelaberaceae","g__Ramicandelaberaceae_gen_Incertae_sedis",NA
"sp1686"," 1686","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__lagena"
"sp1690"," 1690","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__eurysporus"
"sp1691"," 1691","k__Fungi","p__Kickxellomycota","c__Ramicandelaberomycetes","o__Ramicandelaberales","f__Ramicandelaberaceae","g__Ramicandelaber",NA
"sp1692"," 1692","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliomycetes_ord_Incertae_sedis","f__Orbiliomycetes_fam_Incertae_sedis","g__Orbiliomycetes_gen_Incertae_sedis",NA
"sp1693"," 1693","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta","s__fasciculata"
"sp1694"," 1694","k__Choanoflagellozoa","p__Choanoflagellata","c__Choanoflagellata_cls_Incertae_sedis","o__Choanoflagellida","f__Choanoflagellida_fam_Incertae_sedis","g__Choanoflagellida_gen_Incertae_sedis",NA
"sp1696"," 1696","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Rhizoglomus",NA
"sp1697"," 1697","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula",NA
"sp1698"," 1698","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucaria","s__hegetschweileri"
"sp1701"," 1701","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Pseudorobillarda","s__phragmitis"
"sp1702"," 1702","k__Fungi","p__Olpidiomycota","c__Olpidiomycetes","o__Olpidiales","f__Olpidiaceae","g__Olpidium",NA
"sp1704"," 1704","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Sclerodermataceae","g__Scleroderma","s__verrucosum"
"sp1705"," 1705","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium",NA
"sp1706"," 1706","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Wawelia",NA
"sp1707"," 1707","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Verrucoconiothyrium","s__nitidae"
"sp1710"," 1710","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__ostianus"
"sp1711"," 1711","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Constantinomyces",NA
"sp1713"," 1713","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Venturiaceae","g__Tyrannosorus",NA
"sp1715"," 1715","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma",NA
"sp1717"," 1717","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma",NA
"sp1718"," 1718","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Astraeaceae","g__Astraeus",NA
