"","X","...1","Kingdom","Phylum","Class","Order","Family","GENUS","Species","primary_lifestyle","Secondary_lifestyle","Decay_type_template","Specific_hosts","Fruitbody_type_template","Ectomycorrhiza_exploration_type_template","Ectomycorrhiza_lineage_template"
"39","sp44",44,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Immersiella","caudata","unspecified_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"40","sp45",45,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","meridionale","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"41","sp46",46,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","areolatum","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"42","sp48",48,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","cepa","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"43","sp49",49,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma","crustuliniforme","ectomycorrhizal",NA,NA,NA,"agaricoid","short-distance_delicate","/hebeloma-alnicola"
"44","sp50",50,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Hydnoplicata",NA,"ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","short-distance_coarse","/terfezia-peziza_depressa"
"45","sp51",51,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","infectoria","plant_pathogen","litter_saprotroph","soft_rot",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"46","sp52",52,"Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix","sclerotialis","plant_pathogen","wood_saprotroph",NA,NA,"none",NA,NA
"47","sp54",54,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Auricularia",NA,"wood_saprotroph",NA,NA,NA,"tremelloid",NA,NA
"48","sp55",55,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","commune","plant_pathogen","litter_saprotroph","soft_rot",NA,NA,NA,NA
"49","sp56",56,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pseudopyrenochaetaceae","Pseudopyrenochaeta","terrestris","unspecified_saprotroph",NA,NA,NA,NA,NA,NA
"50","sp57",57,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","mexiusanum","ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","short-distance_delicate","/tuber-helvella"
"51","sp58",58,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Hydnoplicata",NA,"ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","short-distance_coarse","/terfezia-peziza_depressa"
"52","sp61",61,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Thelonectria","nodosa","litter_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"53","sp64",64,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma","crustuliniforme","ectomycorrhizal",NA,NA,NA,"agaricoid","short-distance_delicate","/hebeloma-alnicola"
"54","sp65",65,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","candidum","ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","short-distance_delicate","/tuber-helvella"
"55","sp66",66,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Phialocephala",NA,"soil_saprotroph","root_endophyte",NA,NA,"apothecium_(hymenium_on_surface)",NA,NA
"56","sp67",67,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Auricularia",NA,"wood_saprotroph",NA,NA,NA,"tremelloid",NA,NA
"57","sp68",68,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","fimeti","plant_pathogen","wood_saprotroph",NA,NA,NA,NA,NA
"58","sp69",69,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Auricularia",NA,"wood_saprotroph",NA,NA,NA,"tremelloid",NA,NA
"59","sp72",72,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Auricularia",NA,"wood_saprotroph",NA,NA,NA,"tremelloid",NA,NA
"60","sp73",73,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora","intestinacea","dung_saprotroph","foliar_endophyte",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"61","sp74",74,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma","crustuliniforme","ectomycorrhizal",NA,NA,NA,"agaricoid","short-distance_delicate","/hebeloma-alnicola"
"62","sp75",75,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","ellisii","ectomycorrhizal",NA,NA,NA,"corticioid","medium-distance_smooth","/tomentella-thelephora"
"63","sp77",77,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","cepa","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"64","sp79",79,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","circinatum","wood_saprotroph","litter_saprotroph","soft_rot",NA,NA,NA,NA
"65","sp80",80,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces",NA,"unspecified_saprotroph",NA,"mold",NA,NA,NA,NA
"66","sp82",82,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","flavipes","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"67","sp83",83,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","columnaris","plant_pathogen","litter_saprotroph",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"68","sp84",84,"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta",NA,"unspecified_saprotroph","foliar_endophyte",NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"69","sp85",85,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA,"soil_saprotroph","root-associated","chitinolytic",NA,"none",NA,NA
"70","sp86",86,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria",NA,"animal_parasite","animal_decomposer",NA,NA,NA,NA,NA
"71","sp88",88,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma","crustuliniforme","ectomycorrhizal",NA,NA,NA,"agaricoid","short-distance_delicate","/hebeloma-alnicola"
"72","sp89",89,"Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","schulzeri","soil_saprotroph",NA,NA,NA,"none",NA,NA
"73","sp90",90,"Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix","guttuliformis","plant_pathogen","wood_saprotroph",NA,NA,"none",NA,NA
"74","sp91",91,"Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix","rossii","plant_pathogen","wood_saprotroph",NA,NA,"none",NA,NA
"75","sp92",92,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","cepa","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"76","sp94",94,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis","Oliveonia",NA,"wood_saprotroph",NA,NA,NA,"corticioid",NA,NA
"77","sp97",97,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA,"mycoparasite","foliar_endophyte","soft_rot",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"78","sp99",99,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Mycenella",NA,"litter_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"79","sp100",100,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","polyrhizum","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"80","sp101",101,"Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix",NA,"plant_pathogen","wood_saprotroph",NA,NA,"none",NA,NA
"81","sp103",103,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma","crustuliniforme","ectomycorrhizal",NA,NA,NA,"agaricoid","short-distance_delicate","/hebeloma-alnicola"
"82","sp104",104,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma",NA,"ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"83","sp105",105,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","lapidosum","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"84","sp106",106,"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Arachniotus","hebridensis","soil_saprotroph",NA,NA,NA,NA,NA,NA
"85","sp110",110,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","tenuissima","plant_pathogen","litter_saprotroph","soft_rot",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"86","sp112",112,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"87","sp114",114,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","capitata","soil_saprotroph","root-associated","chitinolytic",NA,"none",NA,NA
"88","sp115",115,"Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Arxiella","terrestris","litter_saprotroph","plant_pathogen",NA,NA,NA,NA,NA
"89","sp117",117,"Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",NA,"litter_saprotroph","plant_pathogen",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"90","sp118",118,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Discinellaceae","Gyoerffyella","entomobryoides","litter_saprotroph","root_endophyte",NA,NA,NA,NA,NA
"91","sp119",119,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","raperi","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"92","sp120",120,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"93","sp121",121,"Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","Pezizomycotina_ord_Incertae_sedis","Pezizomycotina_fam_Incertae_sedis","Hormiactis",NA,"mycoparasite","fungal_decomposer",NA,NA,NA,NA,NA
"94","sp122",122,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Warcupia","terrestris","soil_saprotroph",NA,NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"95","sp123",123,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria",NA,"animal_parasite","animal_decomposer",NA,NA,NA,NA,NA
"96","sp124",124,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","infectoria","plant_pathogen","litter_saprotroph","soft_rot",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"97","sp125",125,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiotremataceae","Atrocalyx",NA,"wood_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"98","sp126",126,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Hymenoscyphus",NA,"litter_saprotroph","plant_pathogen",NA,NA,"apothecium_(hymenium_on_surface)",NA,NA
"99","sp127",127,"Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","cladosporioides","litter_saprotroph","plant_pathogen",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"100","sp128",128,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Mycenella",NA,"litter_saprotroph",NA,NA,NA,"agaricoid",NA,NA
"101","sp131",131,"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Arachniotus","hebridensis","soil_saprotroph",NA,NA,NA,NA,NA,NA
"102","sp132",132,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",NA,"litter_saprotroph","foliar_endophyte","soft_rot",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"103","sp134",134,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"104","sp137",137,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA,"plant_pathogen","litter_saprotroph","soft_rot",NA,NA,NA,NA
"105","sp138",138,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma",NA,"litter_saprotroph","foliar_endophyte",NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"106","sp140",140,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","roseopurpureum","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"107","sp141",141,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","fatshederae","soil_saprotroph","root-associated","chitinolytic",NA,"none",NA,NA
"108","sp142",142,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium",NA,"dung_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"109","sp143",143,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","terricola","soil_saprotroph","epiphyte",NA,NA,"none",NA,NA
"110","sp145",145,"Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Cephalotrichum",NA,"soil_saprotroph",NA,NA,NA,"none",NA,NA
"111","sp149",149,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","capitata","soil_saprotroph","root-associated","chitinolytic",NA,"none",NA,NA
"112","sp150",150,"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","polymorpha","unspecified_saprotroph","foliar_endophyte",NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"113","sp151",151,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Auricularia",NA,"wood_saprotroph",NA,NA,NA,"tremelloid",NA,NA
"114","sp152",152,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"115","sp153",153,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleomassariaceae","Tumularia",NA,"litter_saprotroph",NA,NA,NA,NA,NA,NA
"116","sp154",154,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Phialemonium",NA,"animal_parasite","animal_decomposer",NA,NA,"none",NA,NA
"117","sp155",155,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","terricola","dung_saprotroph",NA,NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"118","sp156",156,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metapochonia",NA,"animal_parasite","animal_decomposer",NA,NA,NA,NA,NA
"119","sp159",159,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma",NA,"soil_saprotroph","unspecified_symbiotroph",NA,NA,"agaricoid","medium-distance_smooth","/entoloma"
"120","sp160",160,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","lagena","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"121","sp162",162,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","ochrochloron","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"122","sp163",163,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Phialemonium","inflatum","animal_parasite","animal_decomposer",NA,NA,"none",NA,NA
"123","sp164",164,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","flavipes","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"124","sp166",166,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","michiganense","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"125","sp167",167,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis","Oliveonia",NA,"wood_saprotroph",NA,NA,NA,"corticioid",NA,NA
"126","sp168",168,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","nigrescens","wood_saprotroph",NA,"soft_rot",NA,"none",NA,NA
"127","sp169",169,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Monosporascus",NA,"plant_pathogen",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"128","sp172",172,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","terrea","soil_saprotroph","epiphyte",NA,NA,"none",NA,NA
"129","sp174",174,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Spegazzinia","radermacherae","wood_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"130","sp175",175,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"131","sp177",177,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Geopora","sepulta","ectomycorrhizal",NA,NA,NA,"apothecium_(hymenium_on_surface)","short-distance_coarse","/geopora"
"132","sp178",178,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","victoriae","soil_saprotroph",NA,NA,NA,NA,NA,NA
"133","sp180",180,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","echinulatum","soil_saprotroph","root_endophyte",NA,NA,NA,NA,NA
"134","sp182",182,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Epicoccum",NA,"plant_pathogen","litter_saprotroph",NA,NA,NA,NA,NA
"135","sp183",183,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","cecidicola","unspecified_saprotroph",NA,"mold",NA,NA,NA,NA
"136","sp184",184,"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","rishikesha","soil_saprotroph","root-associated","chitinolytic",NA,"none",NA,NA
"137","sp185",185,"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","ligniaria","unspecified_saprotroph","foliar_endophyte",NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"138","sp187",187,"Fungi","Basidiomycota","Agaricomycetes","Boletales","Pisolithaceae","Pisolithus","arhizus","ectomycorrhizal",NA,NA,NA,"gasteroid","long-distance","/pisolithus-scleroderma"
"139","sp189",189,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Hydnoplicata",NA,"ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","short-distance_coarse","/terfezia-peziza_depressa"
"140","sp191",191,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","kiliense","plant_pathogen","litter_saprotroph",NA,NA,NA,NA,NA
"141","sp192",192,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","rosea","wood_saprotroph","plant_pathogen",NA,NA,NA,NA,NA
"142","sp193",193,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","candidum","ectomycorrhizal",NA,NA,NA,"gasteroid-hypogeous","short-distance_delicate","/tuber-helvella"
"143","sp194",194,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyaloscypha",NA,"litter_saprotroph","wood_saprotroph",NA,"mosses","apothecium_(hymenium_on_surface)",NA,NA
"144","sp196",196,"Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiales_fam_Incertae_sedis","Atractospora","verruculosa","wood_saprotroph",NA,NA,NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"145","sp197",197,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariales_fam_Incertae_sedis","Oliveonia","pauxilla","wood_saprotroph",NA,NA,NA,"corticioid",NA,NA
"146","sp198",198,"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora","terrestris","ectomycorrhizal",NA,NA,NA,"clavarioid","medium-distance_smooth","/tomentella-thelephora"
"147","sp200",200,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Lasiobolidium",NA,"dung_saprotroph","foliar_endophyte",NA,NA,"cleistothecium_(closed,_spherical)",NA,NA
"148","sp201",201,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","circinatum","wood_saprotroph","litter_saprotroph","soft_rot",NA,NA,NA,NA
"149","sp202",202,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae","Mollisia","monilioides","plant_pathogen","litter_saprotroph","soft_rot",NA,"apothecium_(hymenium_on_surface)",NA,NA
"150","sp204",204,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","brasilianum","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"151","sp207",207,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","cairnsense","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"152","sp208",208,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma","crustuliniforme","ectomycorrhizal",NA,NA,NA,"agaricoid","short-distance_delicate","/hebeloma-alnicola"
"153","sp210",210,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"154","sp211",211,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Paecilomyces","maximus","foliar_endophyte","litter_saprotroph","soft_rot",NA,NA,NA,NA
"155","sp213",213,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA,"mycoparasite","foliar_endophyte","soft_rot",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"156","sp214",214,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","flavipes","unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"157","sp215",215,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",NA,"litter_saprotroph","foliar_endophyte","soft_rot",NA,"perithecium_(hymenium_hidden,_narrow_opening)",NA,NA
"158","sp219",219,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"unspecified_saprotroph","foliar_endophyte","mold",NA,NA,NA,NA
"159","sp220",220,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","opportunistica","animal_parasite","litter_saprotroph",NA,NA,NA,NA,NA
